fipstate,fipscty,naics,empflag,emp,qp1,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
72,3,327///,B,0,0,0,2,0,0,0,2,0,0,0,0,0
72,3,332///,B,0,0,0,6,3,1,1,1,0,0,0,0,0
72,3,334///,F,0,0,0,1,0,0,0,0,0,0,0,1,0
72,3,337///,,59,245,1013,7,4,0,2,1,0,0,0,0,0
72,3,42----,B,0,0,0,8,5,1,1,1,0,0,0,0,0
72,3,423///,B,0,0,0,6,4,0,1,1,0,0,0,0,0
72,3,424///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,3,44----,,749,2049,8443,139,104,18,7,7,3,0,0,0,0
72,3,441///,,61,170,674,30,27,3,0,0,0,0,0,0,0
72,3,442///,,15,43,169,3,2,0,1,0,0,0,0,0,0
72,3,443///,,10,24,110,5,4,1,0,0,0,0,0,0,0
72,3,444///,,97,306,1254,18,13,2,1,2,0,0,0,0,0
72,3,445///,,226,645,2641,13,9,0,1,0,3,0,0,0,0
72,3,446///,,82,253,1121,16,11,3,1,1,0,0,0,0,0
72,3,447///,,57,140,535,12,8,3,0,1,0,0,0,0,0
72,3,448///,,57,128,548,20,15,5,0,0,0,0,0,0,0
72,3,451///,,2,3,13,3,3,0,0,0,0,0,0,0,0
72,3,452///,B,0,0,0,6,4,0,1,1,0,0,0,0,0
72,3,453///,,72,147,582,11,7,1,2,1,0,0,0,0,0
72,3,454///,B,0,0,0,2,1,0,0,1,0,0,0,0,0
72,3,48----,,37,95,497,4,1,2,0,1,0,0,0,0,0
72,3,484///,B,0,0,0,3,1,1,0,1,0,0,0,0,0
72,3,488///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,3,51----,A,0,0,0,4,3,1,0,0,0,0,0,0,0
72,3,515///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,3,517///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,518///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,519///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,52----,,57,518,1956,7,1,3,3,0,0,0,0,0,0
72,3,522///,B,0,0,0,5,0,2,3,0,0,0,0,0,0
72,3,523///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,3,524///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,53----,,17,47,180,9,8,1,0,0,0,0,0,0,0
72,3,531///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,3,532///,A,0,0,0,7,7,0,0,0,0,0,0,0,0
72,3,54----,,53,174,756,21,18,2,1,0,0,0,0,0,0
72,3,541///,,53,174,756,21,18,2,1,0,0,0,0,0,0
72,3,56----,,135,587,2228,9,6,0,1,0,2,0,0,0,0
72,3,561///,,135,587,2228,9,6,0,1,0,2,0,0,0,0
72,3,61----,,70,159,650,8,5,0,1,2,0,0,0,0,0
72,3,611///,,70,159,650,8,5,0,1,2,0,0,0,0,0
72,3,62----,,260,787,3504,52,38,11,0,2,1,0,0,0,0
72,3,621///,,190,600,2586,41,32,7,0,1,1,0,0,0,0
72,3,623///,B,0,0,0,6,4,1,0,1,0,0,0,0,0
72,3,624///,B,0,0,0,5,2,3,0,0,0,0,0,0,0
72,3,71----,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,3,712///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,713///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,3,72----,,257,517,2204,49,35,7,3,4,0,0,0,0,0
72,3,721///,B,0,0,0,4,2,0,2,0,0,0,0,0,0
72,3,722///,C,0,0,0,45,33,7,1,4,0,0,0,0,0
72,3,81----,,105,243,993,27,21,4,1,1,0,0,0,0,0
72,3,811///,,34,78,306,15,12,3,0,0,0,0,0,0,0
72,3,812///,,21,49,219,6,5,0,1,0,0,0,0,0,0
72,3,813///,,50,116,468,6,4,1,0,1,0,0,0,0,0
72,3,99----,,51,121,626,31,29,1,1,0,0,0,0,0,0
72,5,------,,12417,65401,278012,811,503,130,81,54,26,13,1,1,2
72,5,21----,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,5,212///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,5,23----,,205,492,1693,21,12,3,2,3,1,0,0,0,0
72,5,236///,C,0,0,0,10,7,0,1,1,1,0,0,0,0
72,5,237///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,5,238///,B,0,0,0,9,4,2,1,2,0,0,0,0,0
72,5,31----,,4647,37913,160708,39,18,7,3,3,1,4,0,1,2
72,5,311///,,161,523,2212,12,6,4,1,0,0,1,0,0,0
72,5,316///,F,0,0,0,1,0,0,0,0,0,0,0,1,0
72,5,321///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,5,323///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,5,325///,C,0,0,0,1,0,0,0,0,0,1,0,0,0
72,5,326///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,5,327///,B,0,0,0,2,0,1,1,0,0,0,0,0,0
72,5,332///,,72,211,811,7,3,2,1,1,0,0,0,0,0
72,5,333///,B,0,0,0,1,0,0,0,0,1,0,0,0,0
72,5,334///,,3451,33296,140903,8,2,0,0,2,0,2,0,0,2
72,5,337///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,5,339///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,5,42----,,236,1165,5203,32,24,4,1,1,2,0,0,0,0
72,5,423///,C,0,0,0,18,14,2,0,1,1,0,0,0,0
72,5,424///,,107,523,2595,12,9,2,0,0,1,0,0,0,0
72,5,425///,A,0,0,0,2,1,0,1,0,0,0,0,0,0
72,5,44----,,2039,5768,24844,217,132,38,23,13,9,2,0,0,0
72,5,441///,,237,863,3655,27,19,3,1,3,1,0,0,0,0
72,5,442///,,63,282,1083,7,3,1,3,0,0,0,0,0,0
72,5,443///,,24,110,538,8,6,2,0,0,0,0,0,0,0
72,5,444///,,230,625,2743,21,13,1,3,3,1,0,0,0,0
72,5,445///,,566,1168,5141,29,19,0,3,0,6,1,0,0,0
72,5,446///,,263,1021,4303,33,18,8,3,3,1,0,0,0,0
72,5,447///,,74,168,641,20,16,3,0,1,0,0,0,0,0
72,5,448///,,210,578,2613,36,15,15,6,0,0,0,0,0,0
72,5,451///,,96,228,877,17,11,4,1,1,0,0,0,0,0
72,5,452///,,254,681,3094,8,2,0,3,2,0,1,0,0,0
72,5,453///,A,0,0,0,9,8,1,0,0,0,0,0,0,0
72,5,454///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,5,48----,,713,3241,14937,15,7,0,2,0,4,2,0,0,0
72,5,481///,B,0,0,0,1,0,0,0,0,1,0,0,0,0
72,5,484///,B,0,0,0,5,3,0,2,0,0,0,0,0,0
72,5,488///,,452,1589,8052,6,3,0,0,0,1,2,0,0,0
72,5,493///,C,0,0,0,3,1,0,0,0,2,0,0,0,0
72,5,51----,,58,191,914,9,5,2,1,1,0,0,0,0,0
72,5,511///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,5,512///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,5,515///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,5,517///,A,0,0,0,3,2,1,0,0,0,0,0,0,0
72,5,518///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,5,519///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,5,52----,,248,2141,6421,27,7,10,7,3,0,0,0,0,0
72,5,522///,,227,1986,5687,23,5,8,7,3,0,0,0,0,0
72,5,523///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,5,524///,A,0,0,0,3,2,1,0,0,0,0,0,0,0
72,5,53----,,278,1019,4690,34,24,6,2,1,0,1,0,0,0
72,5,531///,,242,911,4241,24,17,3,2,1,0,1,0,0,0
72,5,532///,,36,108,449,10,7,3,0,0,0,0,0,0,0
72,5,54----,,290,2217,9906,67,55,7,2,2,1,0,0,0,0
72,5,541///,,290,2217,9906,67,55,7,2,2,1,0,0,0,0
72,5,55----,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,5,551///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,5,56----,,603,2359,9585,27,16,5,2,0,1,3,0,0,0
72,5,561///,F,0,0,0,26,16,4,2,0,1,3,0,0,0
72,5,562///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,5,61----,,378,1205,4915,16,4,2,3,5,2,0,0,0,0
72,5,611///,,378,1205,4915,16,4,2,3,5,2,0,0,0,0
72,5,62----,,1165,4295,19587,132,96,20,12,0,3,0,1,0,0
72,5,621///,,416,1611,7246,111,85,18,7,0,1,0,0,0,0
72,5,622///,E,0,0,0,1,0,0,0,0,0,0,1,0,0
72,5,623///,B,0,0,0,9,4,2,3,0,0,0,0,0,0
72,5,624///,,202,842,4027,11,7,0,2,0,2,0,0,0,0
72,5,71----,,72,183,846,8,4,2,0,2,0,0,0,0,0
72,5,711///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,5,713///,B,0,0,0,7,4,1,0,2,0,0,0,0,0
72,5,72----,,1234,2504,10532,87,36,15,15,18,2,1,0,0,0
72,5,721///,,189,497,2074,9,2,1,2,3,1,0,0,0,0
72,5,722///,,1045,2007,8458,78,34,14,13,15,1,1,0,0,0
72,5,81----,,157,379,1614,47,36,6,5,0,0,0,0,0,0
72,5,811///,,50,108,445,16,12,2,2,0,0,0,0,0,0
72,5,812///,,61,178,767,18,14,2,2,0,0,0,0,0,0
72,5,813///,,46,93,402,13,10,2,1,0,0,0,0,0,0
72,5,99----,B,0,0,0,31,27,3,1,0,0,0,0,0,0
72,7,------,,1007,3087,13138,150,103,25,12,7,2,1,0,0,0
72,7,23----,,177,510,2443,20,13,4,1,1,1,0,0,0,0
72,7,236///,B,0,0,0,8,5,3,0,0,0,0,0,0,0
72,7,237///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,7,238///,,141,413,2054,11,8,0,1,1,1,0,0,0,0
72,7,31----,,130,458,1966,8,4,0,1,2,1,0,0,0,0
72,7,311///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,7,315///,B,0,0,0,2,1,0,0,0,1,0,0,0,0
72,7,321///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,7,323///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,7,332///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,337///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,7,42----,,52,190,776,6,2,1,2,1,0,0,0,0,0
72,7,423///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,7,424///,B,0,0,0,4,1,0,2,1,0,0,0,0,0
72,7,44----,,306,789,3506,33,20,9,2,1,0,1,0,0,0
72,7,441///,,13,35,132,3,2,1,0,0,0,0,0,0,0
72,7,442///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,7,443///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,444///,,34,97,528,4,1,2,0,1,0,0,0,0,0
72,7,445///,C,0,0,0,6,5,0,0,0,0,1,0,0,0
72,7,446///,,40,136,536,6,2,3,1,0,0,0,0,0,0
72,7,447///,,11,18,87,5,5,0,0,0,0,0,0,0,0
72,7,448///,,10,25,102,3,2,1,0,0,0,0,0,0,0
72,7,452///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,7,453///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,7,454///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,48----,B,0,0,0,7,5,1,1,0,0,0,0,0,0
72,7,484///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,7,485///,A,0,0,0,3,2,1,0,0,0,0,0,0,0
72,7,486///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,7,492///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,52----,,62,300,1189,5,1,3,0,1,0,0,0,0,0
72,7,522///,B,0,0,0,3,0,2,0,1,0,0,0,0,0
72,7,523///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,7,524///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,53----,A,0,0,0,2,0,2,0,0,0,0,0,0,0
72,7,531///,A,0,0,0,2,0,2,0,0,0,0,0,0,0
72,7,54----,,12,56,255,4,3,1,0,0,0,0,0,0,0
72,7,541///,,12,56,255,4,3,1,0,0,0,0,0,0,0
72,7,56----,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,561///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,61----,A,0,0,0,2,0,1,1,0,0,0,0,0,0
72,7,611///,A,0,0,0,2,0,1,1,0,0,0,0,0,0
72,7,62----,,87,267,1080,29,24,2,3,0,0,0,0,0,0
72,7,621///,,42,144,640,22,21,1,0,0,0,0,0,0,0
72,7,623///,,45,123,440,7,3,1,3,0,0,0,0,0,0
72,7,71----,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,7,713///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,7,72----,B,0,0,0,10,9,1,0,0,0,0,0,0,0
72,7,721///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,7,722///,A,0,0,0,9,8,1,0,0,0,0,0,0,0
72,7,81----,,27,55,272,11,10,0,1,0,0,0,0,0,0
72,7,811///,A,0,0,0,4,4,0,0,0,0,0,0,0,0
72,7,812///,,6,14,103,3,3,0,0,0,0,0,0,0,0
72,7,813///,A,0,0,0,4,3,0,1,0,0,0,0,0,0
72,7,99----,,64,195,348,10,9,0,0,1,0,0,0,0,0
72,9,------,,2782,9836,42987,293,189,49,30,18,5,1,0,1,0
72,9,23----,,130,355,1810,20,14,2,2,2,0,0,0,0,0
72,9,236///,B,0,0,0,11,8,1,1,1,0,0,0,0,0
72,9,237///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,238///,,77,253,1197,8,5,1,1,1,0,0,0,0,0
72,9,31----,,395,1640,6576,15,6,1,5,1,1,1,0,0,0
72,9,311///,,17,38,163,5,4,1,0,0,0,0,0,0,0
72,9,312///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,314///,B,0,0,0,2,0,0,1,0,1,0,0,0,0
72,9,316///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,9,325///,A,0,0,0,2,1,0,1,0,0,0,0,0,0
72,9,327///,B,0,0,0,2,0,0,2,0,0,0,0,0,0
72,9,335///,C,0,0,0,1,0,0,0,0,0,1,0,0,0
72,9,336///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,9,42----,A,0,0,0,6,5,0,1,0,0,0,0,0,0
72,9,423///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,424///,A,0,0,0,5,4,0,1,0,0,0,0,0,0
72,9,44----,,566,1509,6636,75,49,13,7,3,3,0,0,0,0
72,9,441///,,8,20,114,6,6,0,0,0,0,0,0,0,0
72,9,442///,,16,60,245,5,4,1,0,0,0,0,0,0,0
72,9,443///,A,0,0,0,3,1,2,0,0,0,0,0,0,0
72,9,444///,,49,159,682,9,6,1,2,0,0,0,0,0,0
72,9,445///,E,0,0,0,10,5,1,1,0,3,0,0,0,0
72,9,446///,,83,258,1076,12,6,3,2,1,0,0,0,0,0
72,9,447///,,18,29,118,6,5,1,0,0,0,0,0,0,0
72,9,448///,,72,165,688,15,10,3,1,1,0,0,0,0,0
72,9,451///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,452///,,47,146,623,4,1,1,1,1,0,0,0,0,0
72,9,453///,,5,15,55,4,4,0,0,0,0,0,0,0,0
72,9,48----,,42,134,573,10,8,1,1,0,0,0,0,0,0
72,9,484///,B,0,0,0,7,6,1,0,0,0,0,0,0,0
72,9,485///,B,0,0,0,2,1,0,1,0,0,0,0,0,0
72,9,493///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,52----,,115,676,2804,11,3,5,1,2,0,0,0,0,0
72,9,522///,,100,603,2490,7,1,3,1,2,0,0,0,0,0
72,9,523///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,9,524///,A,0,0,0,3,2,1,0,0,0,0,0,0,0
72,9,53----,A,0,0,0,5,3,2,0,0,0,0,0,0,0
72,9,531///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,532///,A,0,0,0,4,2,2,0,0,0,0,0,0,0
72,9,54----,,70,202,1011,21,15,3,3,0,0,0,0,0,0
72,9,541///,,70,202,1011,21,15,3,3,0,0,0,0,0,0
72,9,56----,,38,80,213,7,5,1,0,1,0,0,0,0,0
72,9,561///,B,0,0,0,6,5,0,0,1,0,0,0,0,0
72,9,562///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,9,61----,,106,340,1305,6,2,1,1,2,0,0,0,0,0
72,9,611///,,106,340,1305,6,2,1,1,2,0,0,0,0,0
72,9,62----,,1001,4225,19154,65,42,13,5,4,0,0,0,1,0
72,9,621///,,205,783,3491,50,37,7,4,2,0,0,0,0,0
72,9,622///,F,0,0,0,1,0,0,0,0,0,0,0,1,0
72,9,623///,B,0,0,0,6,2,3,0,1,0,0,0,0,0
72,9,624///,B,0,0,0,8,3,3,1,1,0,0,0,0,0
72,9,71----,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,711///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,72----,,221,408,1638,23,13,3,3,3,1,0,0,0,0
72,9,721///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,9,722///,C,0,0,0,22,12,3,3,3,1,0,0,0,0
72,9,81----,,51,137,616,17,13,3,1,0,0,0,0,0,0
72,9,811///,,8,17,70,4,4,0,0,0,0,0,0,0,0
72,9,812///,,17,60,285,6,4,2,0,0,0,0,0,0,0
72,9,813///,,26,60,261,7,5,1,1,0,0,0,0,0,0
72,9,99----,,10,19,134,11,10,1,0,0,0,0,0,0,0
72,11,------,,3655,20052,79701,202,129,41,14,4,8,2,2,2,0
72,11,23----,,342,951,4221,16,5,6,2,1,1,1,0,0,0
72,11,236///,,334,888,3968,13,3,5,2,1,1,1,0,0,0
72,11,237///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,11,238///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,11,31----,,1047,7073,29305,14,6,2,1,0,3,0,1,1,0
72,11,311///,,18,20,76,5,3,2,0,0,0,0,0,0,0
72,11,326///,B,0,0,0,1,0,0,0,0,1,0,0,0,0
72,11,327///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,11,332///,A,0,0,0,2,1,0,1,0,0,0,0,0,0
72,11,335///,E,0,0,0,1,0,0,0,0,0,0,1,0,0
72,11,339///,,664,5046,20806,4,1,0,0,0,2,0,0,1,0
72,11,42----,,1339,9472,35592,11,4,3,1,0,1,0,1,1,0
72,11,423///,F,0,0,0,4,0,2,1,0,0,0,0,1,0
72,11,424///,E,0,0,0,7,4,1,0,0,1,0,1,0,0
72,11,44----,,252,733,2843,46,29,13,2,1,1,0,0,0,0
72,11,441///,,16,37,146,6,4,2,0,0,0,0,0,0,0
72,11,442///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,11,443///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,11,444///,,47,118,491,5,4,0,0,1,0,0,0,0,0
72,11,445///,,79,213,714,8,5,2,0,0,1,0,0,0,0
72,11,446///,,33,141,527,5,2,2,1,0,0,0,0,0,0
72,11,447///,,22,52,222,7,5,2,0,0,0,0,0,0,0
72,11,448///,,21,47,217,5,2,3,0,0,0,0,0,0,0
72,11,451///,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,11,452///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,11,453///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,11,454///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,11,48----,A,0,0,0,4,4,0,0,0,0,0,0,0,0
72,11,484///,A,0,0,0,3,3,0,0,0,0,0,0,0,0
72,11,493///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,11,51----,A,0,0,0,2,1,1,0,0,0,0,0,0,0
72,11,512///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,11,517///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,11,52----,,71,330,1273,6,0,3,2,1,0,0,0,0,0
72,11,522///,B,0,0,0,5,0,2,2,1,0,0,0,0,0
72,11,523///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,11,53----,A,0,0,0,3,3,0,0,0,0,0,0,0,0
72,11,531///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,11,532///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,11,54----,,22,68,283,11,10,1,0,0,0,0,0,0,0
72,11,541///,,22,68,283,11,10,1,0,0,0,0,0,0,0
72,11,56----,,117,264,1094,4,2,1,0,0,0,1,0,0,0
72,11,561///,,117,264,1094,4,2,1,0,0,0,1,0,0,0
72,11,62----,,100,287,1210,34,29,3,2,0,0,0,0,0,0
72,11,621///,,75,204,849,29,26,2,1,0,0,0,0,0,0
72,11,623///,A,0,0,0,2,2,0,0,0,0,0,0,0,0
72,11,624///,A,0,0,0,3,1,1,1,0,0,0,0,0,0
72,11,72----,,251,577,2505,21,10,8,0,1,2,0,0,0,0
72,11,721///,C,0,0,0,3,0,1,0,0,2,0,0,0,0
72,11,722///,B,0,0,0,18,10,7,0,1,0,0,0,0,0
72,11,81----,,73,153,836,22,19,0,3,0,0,0,0,0,0
72,11,811///,,17,42,159,9,9,0,0,0,0,0,0,0,0
72,11,812///,,7,17,340,7,7,0,0,0,0,0,0,0,0
72,11,813///,,49,94,337,6,3,0,3,0,0,0,0,0,0
72,11,99----,,22,69,347,8,7,0,1,0,0,0,0,0,0
72,13,------,,12510,55637,223431,1144,757,171,110,67,21,13,2,2,1
72,13,22----,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,13,221///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,13,23----,,492,1566,7242,45,26,9,5,3,0,2,0,0,0
72,13,236///,,175,554,2510,20,9,5,3,3,0,0,0,0,0
72,13,237///,,253,729,3371,8,5,0,1,0,0,2,0,0,0
72,13,238///,,64,283,1361,17,12,4,1,0,0,0,0,0,0
72,13,31----,,2898,22051,79353,51,20,9,10,5,3,1,1,1,1
72,13,311///,,287,1503,5984,13,4,2,3,2,2,0,0,0,0
72,13,312///,B,0,0,0,1,0,0,0,1,0,0,0,0,0
72,13,314///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,13,315///,C,0,0,0,1,0,0,0,0,0,1,0,0,0
72,13,322///,B,0,0,0,2,0,0,1,0,1,0,0,0,0
72,13,323///,,22,67,282,4,1,2,1,0,0,0,0,0,0
72,13,324///,A,0,0,0,1,0,0,1,0,0,0,0,0,0
72,13,325///,F,0,0,0,1,0,0,0,0,0,0,0,1,0
72,13,326///,A,0,0,0,1,1,0,0,0,0,0,0,0,0
72,13,327///,,41,189,783,6,2,3,1,0,0,0,0,0,0
72,13,331///,A,0,0,0,1,0,1,0,0,0,0,0,0,0
72,13,332///,,103,538,2300,12,7,1,2,2,0,0,0,0,0
72,13,334///,E,0,0,0,2,1,0,0,0,0,0,1,0,0
